date,precip,avg temp
2010-01-01,0.002563985048695982,42.95811903410667
2010-01-02,0.0,40.44159653448625
2010-01-03,0.0,40.869598344401545
2010-01-04,2.3358884026052742e-05,35.5801259185274
2010-01-05,0.0,31.277039209308374
2010-01-06,0.0,34.64013191916545
2010-01-07,0.0,40.01918564478987
2010-01-08,0.0,25.281972937863408
2010-01-09,0.0,21.6497003773643
2010-01-10,0.0,27.376344212519648
2010-01-11,0.0,32.45975003376619
2010-01-12,0.0,38.94000390541717
2010-01-13,0.0,44.360760496044854
2010-01-14,3.6125471281361406e-06,48.98423118358322
2010-01-15,0.06263001609387958,52.144838326151714
2010-01-16,0.4708361221943662,47.710903875024485
2010-01-17,0.0,45.60732768405035
2010-01-18,0.0,50.22699475488698
2010-01-19,0.0,58.15062564056677
2010-01-20,3.1546050848223736e-05,60.71946942021003
2010-01-21,0.0,59.151015849486086
2010-01-22,0.0,57.08569571729788
2010-01-23,0.002012279811622307,60.971148721742665
2010-01-24,0.08833120082077672,52.776447525196666
2010-01-25,0.00030951501046122846,45.11863977404715
2010-01-26,0.0,44.330096018381624
2010-01-27,0.0,46.91351037251019
2010-01-28,0.02237105764715497,56.47037480865579
2010-01-29,3.2214508736688714,45.97893625583554
2010-01-30,0.12031284587964507,30.14191529272746
2010-01-31,4.8949795063195614e-05,31.13078565680528
2010-02-01,0.0,30.282909138193688
2010-02-02,9.789318536833512e-05,38.5826940640212
2010-02-03,0.12668692517940217,44.0367711031212
2010-02-04,0.5839744565121019,41.58083826077883
2010-02-05,0.2632883569307704,41.905474098526085
2010-02-06,0.0,45.414180968928
2010-02-07,0.004892369774892145,43.136042134694335
2010-02-08,0.2246812875208882,40.486649839324336
2010-02-09,0.33989641123791103,37.76715452155833
2010-02-10,0.00043554993499661206,35.01893674550824
2010-02-11,0.09800512447326848,34.22070017388623
2010-02-12,0.579801976508682,33.25236465366052
2010-02-13,0.0038431903551533475,37.371051804686495
2010-02-14,0.0,45.07024551944551
2010-02-15,0.0,40.774151012864735
2010-02-16,0.0,36.88024749865036
2010-02-17,0.0,38.583442133368024
2010-02-18,0.0,42.022105550355604
2010-02-19,0.0,48.169849735792305
2010-02-20,0.00016651156850736796,52.999733408424525
2010-02-21,0.0627357938596769,58.592268527734035
2010-02-22,0.001842170308174087,51.754908988815785
2010-02-23,0.10926827389599203,35.214366711513584
2010-02-24,0.2795871936930877,30.031354657746256
2010-02-25,9.343553610421232e-05,37.806558828006075
2010-02-26,0.0030152766006654947,47.718218128674664
2010-02-27,0.0,39.293906658140024
2010-02-28,2.9399765675636325e-05,47.68266348235021
