08080910 Elevation,08080910 Capacity
2326.9,0.0
2327.0,0.0
2327.1,1.0
2327.2,1.0
2327.3,1.0
2327.4,1.0
2327.5,1.0
2327.6,1.0
2327.7,2.0
2327.8,2.0
2327.9,2.0
2328.0,3.0
2328.1,3.0
2328.2,4.0
2328.3,5.0
2328.4,7.0
2328.5,9.0
2328.6,11.0
2328.7,14.0
2328.8,16.0
2328.9,19.0
2329.0,22.0
2329.1,25.0
2329.2,29.0
2329.3,33.0
2329.4,37.0
2329.5,41.0
2329.6,45.0
2329.7,50.0
2329.8,54.0
2329.9,59.0
2330.0,65.0
2330.1,70.0
2330.2,75.0
2330.3,81.0
2330.4,87.0
2330.5,92.0
2330.6,98.0
2330.7,105.0
2330.8,111.0
2330.9,118.0
2331.0,125.0
2331.1,131.0
2331.2,139.0
2331.3,146.0
2331.4,153.0
2331.5,161.0
2331.6,169.0
2331.7,177.0
2331.8,185.0
2331.9,193.0
2332.0,202.0
2332.1,211.0
2332.2,221.0
2332.3,231.0
2332.4,241.0
2332.5,252.0
2332.6,263.0
2332.7,275.0
2332.8,286.0
2332.9,298.0
2333.0,310.0
2333.1,322.0
2333.2,335.0
2333.3,348.0
2333.4,361.0
2333.5,374.0
2333.6,388.0
2333.7,402.0
2333.8,416.0
2333.9,430.0
2334.0,444.0
2334.1,459.0
2334.2,474.0
2334.3,489.0
2334.4,505.0
2334.5,521.0
2334.6,537.0
2334.7,553.0
2334.8,570.0
2334.9,587.0
2335.0,604.0
2335.1,621.0
2335.2,639.0
2335.3,658.0
2335.4,677.0
2335.5,696.0
2335.6,715.0
2335.7,736.0
2335.8,756.0
2335.9,777.0
2336.0,798.0
2336.1,820.0
2336.2,842.0
2336.3,864.0
2336.4,887.0
2336.5,910.0
2336.6,934.0
2336.7,957.0
2336.8,981.0
2336.9,1006.0
2337.0,1031.0
2337.1,1056.0
2337.2,1082.0
2337.3,1109.0
2337.4,1136.0
2337.5,1163.0
2337.6,1191.0
2337.7,1219.0
2337.8,1248.0
2337.9,1277.0
2338.0,1306.0
2338.1,1336.0
2338.2,1366.0
2338.3,1396.0
2338.4,1427.0
2338.5,1458.0
2338.6,1489.0
2338.7,1521.0
2338.8,1553.0
2338.9,1585.0
2339.0,1618.0
2339.1,1651.0
2339.2,1685.0
2339.3,1718.0
2339.4,1752.0
2339.5,1787.0
2339.6,1822.0
2339.7,1857.0
2339.8,1893.0
2339.9,1929.0
2340.0,1966.0
2340.1,2003.0
2340.2,2041.0
2340.3,2079.0
2340.4,2118.0
2340.5,2157.0
2340.6,2196.0
2340.7,2236.0
2340.8,2277.0
2340.9,2317.0
2341.0,2358.0
2341.1,2399.0
2341.2,2441.0
2341.3,2483.0
2341.4,2526.0
2341.5,2568.0
2341.6,2612.0
2341.7,2655.0
2341.8,2699.0
2341.9,2743.0
2342.0,2788.0
2342.1,2833.0
2342.2,2878.0
2342.3,2924.0
2342.4,2969.0
2342.5,3016.0
2342.6,3063.0
2342.7,3110.0
2342.8,3157.0
2342.9,3205.0
2343.0,3253.0
2343.1,3302.0
2343.2,3351.0
2343.3,3400.0
2343.4,3449.0
2343.5,3499.0
2343.6,3550.0
2343.7,3600.0
2343.8,3651.0
2343.9,3703.0
2344.0,3754.0
2344.1,3806.0
2344.2,3859.0
2344.3,3912.0
2344.4,3965.0
2344.5,4018.0
2344.6,4072.0
