08110470 Elevation,08110470 Capacity
319.6,0.0
319.7,0.0
319.8,0.0
319.9,0.0
320.0,0.01
320.1,0.01
320.2,0.02
320.3,0.03
320.4,0.04
320.5,0.06
320.6,0.08
320.7,0.1
320.8,0.12
320.9,0.15
321.0,0.19
321.1,0.23
321.2,0.27
321.3,0.33
321.4,0.39
321.5,0.47
321.6,0.57
321.7,0.73
321.8,1.01
321.9,1.52
322.0,2.32
322.1,3.5
322.2,5.15
322.3,7.28
322.4,9.89
322.5,13.02
322.6,16.76
322.7,21.21
322.8,26.47
322.9,32.58
323.0,39.49
323.1,47.22
323.2,55.84
323.3,65.48
323.4,76.27
323.5,88.41
323.6,102.13
323.7,117.71
323.8,135.04
323.9,154.19
324.0,175.18
324.1,198.01
324.2,222.62
324.3,249.07
324.4,277.18
324.5,306.92
324.6,338.12
324.7,370.77
324.8,404.85
324.9,440.51
325.0,477.72
325.1,516.61
325.2,557.2
325.3,599.59
325.4,643.74
325.5,689.64
325.6,737.26
325.7,786.49
325.8,837.32
325.9,889.91
326.0,944.28
326.1,1000.16
326.2,1057.55
326.3,1116.55
326.4,1177.26
326.5,1239.81
326.6,1304.1
326.7,1370.0
326.8,1437.4
326.9,1506.44
327.0,1577.29
327.1,1650.21
327.2,1725.46
327.3,1802.95
327.4,1883.07
327.5,1966.08
327.6,2051.52
327.7,2139.02
327.8,2228.41
327.9,2319.65
328.0,2412.59
328.1,2507.27
328.2,2603.85
328.3,2702.39
328.4,2802.96
328.5,2905.41
328.6,3009.64
328.7,3115.61
328.8,3223.27
328.9,3332.82
329.0,3444.5
329.1,3558.38
329.2,3674.31
329.3,3792.08
329.4,3911.72
329.5,4033.12
329.6,4156.35
329.7,4281.67
329.8,4409.2
329.9,4538.89
330.0,4670.52
330.1,4803.99
330.2,4939.28
330.3,5076.39
330.4,5215.35
330.5,5356.07
330.6,5498.58
330.7,5642.94
330.8,5789.07
330.9,5937.04
331.0,6086.77
331.1,6238.29
331.2,6391.78
331.3,6547.14
331.4,6704.4
331.5,6863.46
331.6,7024.41
331.7,7187.41
331.8,7352.42
331.9,7519.5
332.0,7688.47
332.1,7859.3
332.2,8031.95
332.3,8206.52
332.4,8383.58
332.5,8563.43
332.6,8746.05
332.7,8931.78
332.8,9120.62
332.9,9312.69
333.0,9507.77
333.1,9705.92
333.2,9906.91
333.3,10110.32
333.4,10316.32
333.5,10524.87
333.6,10735.94
333.7,10949.53
333.8,11165.34
333.9,11383.65
334.0,11604.31
334.1,11827.3
334.2,12052.52
334.3,12279.9
334.4,12509.66
334.5,12741.69
334.6,12976.02
334.7,13212.65
334.8,13451.6
334.9,13693.33
335.0,13937.95
335.1,14185.4
335.2,14435.67
335.3,14688.51
335.4,14944.19
335.5,15202.84
335.6,15464.45
335.7,15728.99
335.8,15996.15
335.9,16266.05
336.0,16538.75
336.1,16814.4
336.2,17092.89
336.3,17373.82
336.4,17657.22
336.5,17942.84
336.6,18230.62
336.7,18520.58
336.8,18812.65
336.9,19107.04
337.0,19403.56
337.1,19702.18
337.2,20002.98
337.3,20305.89
337.4,20611.0
337.5,20918.21
337.6,21227.48
337.7,21538.7
337.8,21851.83
337.9,22167.05
338.0,22484.25
338.1,22803.4
338.2,23124.46
338.3,23447.23
338.4,23771.89
338.5,24098.39
338.6,24426.85
338.7,24757.28
338.8,25089.62
338.9,25424.12
339.0,25760.49
339.1,26098.57
339.2,26438.35
339.3,26779.7
339.4,27122.9
339.5,27467.96
339.6,27815.0
339.7,28164.06
339.8,28515.16
339.9,28868.49
340.0,29223.88
340.1,29581.34
340.2,29940.89
340.3,30302.67
340.4,30667.27
340.5,31034.62
340.6,31404.82
340.7,31777.86
340.8,32153.62
340.9,32532.38
341.0,32914.03
341.1,33298.49
341.2,33685.71
341.3,34075.56
341.4,34468.45
341.5,34864.39
341.6,35263.38
341.7,35665.43
341.8,36070.31
341.9,36478.26
342.0,36889.14
342.1,37303.0
342.2,37720.01
342.3,38140.01
342.4,38563.28
342.5,38989.94
342.6,39420.37
342.7,39855.07
342.8,40294.11
342.9,40737.77
343.0,41186.03
343.1,41638.93
343.2,42096.72
343.3,42559.76
343.4,43028.13
343.5,43501.11
343.6,43978.12
343.7,44459.0
343.8,44943.47
343.9,45431.72
344.0,45923.51
344.1,46418.8
344.2,46917.54
344.3,47419.59
344.4,47925.23
344.5,48434.19
344.6,48946.58
344.7,49462.46
344.8,49981.55
344.9,50504.0
345.0,51029.5
345.1,51557.96
345.2,52089.37
345.3,52623.57
345.4,53160.96
345.5,53701.54
345.6,54245.47
345.7,54792.97
345.8,55344.09
345.9,55899.22
346.0,56458.3
346.1,57021.14
346.2,57587.62
346.3,58157.71
346.4,58732.09
346.5,59310.69
346.6,59893.07
346.7,60478.92
346.8,61068.0
346.9,61660.59
347.0,62256.7
347.1,62856.87
347.2,63461.54
347.3,64070.59
347.4,64684.38
347.5,65302.57
347.6,65924.85
347.7,66550.94
347.8,67180.43
347.9,67813.62
348.0,68450.15
348.1,69089.81
348.2,69732.52
348.3,70377.96
348.4,71026.45
348.5,71677.77
348.6,72332.08
348.7,72989.5
348.8,73650.04
348.9,74314.26
349.0,74982.02
349.1,75653.21
349.2,76327.7
349.3,77005.18
349.4,77685.98
349.5,78369.82
349.6,79056.64
349.7,79746.34
349.8,80438.76
349.9,81134.26
350.0,81832.63
350.1,82534.25
350.2,83239.32
350.3,83947.61
350.4,84659.79
350.5,85375.7
350.6,86095.27
350.7,86818.58
350.8,87545.45
350.9,88276.29
351.0,89010.82
351.1,89749.03
351.2,90491.18
351.3,91237.15
351.4,91987.48
351.5,92742.31
351.6,93501.91
351.7,94266.37
351.8,95035.35
351.9,95809.3
352.0,96587.98
352.1,97371.47
352.2,98159.95
352.3,98953.33
352.4,99752.2
352.5,100556.15
352.6,101364.75
352.7,102177.59
352.8,102994.41
352.9,103815.6
353.0,104640.66
353.1,105469.39
353.2,106301.77
353.3,107137.66
353.4,107977.6
353.5,108821.43
353.6,109669.17
353.7,110520.68
353.8,111375.76
353.9,112234.82
354.0,113097.44
354.1,113963.63
354.2,114833.4
354.3,115706.62
354.4,116583.83
354.5,117465.0
354.6,118350.21
354.7,119239.49
354.8,120132.73
354.9,121030.58
355.0,121932.99
355.1,122840.05
355.2,123751.49
355.3,124666.86
355.4,125586.58
355.5,126510.05
355.6,127437.27
355.7,128368.31
355.8,129302.94
355.9,130241.73
356.0,131184.29
356.1,132130.54
356.2,133080.37
356.3,134033.4
356.4,134990.29
356.5,135950.85
356.6,136915.12
356.7,137883.32
356.8,138855.21
356.9,139831.43
357.0,140811.85
357.1,141796.39
357.2,142785.06
357.3,143777.78
357.4,144775.24
357.5,145777.15
357.6,146783.64
357.7,147795.08
357.8,148811.07
357.9,149832.32
358.0,150858.59
358.1,151889.83
358.2,152926.02
358.3,153966.67
358.4,155012.25
358.5,156062.61
358.6,157117.92
358.7,158178.22
358.8,159242.97
358.9,160312.84
359.0,161387.62
359.1,162467.37
359.2,163552.23
359.3,164642.15
359.4,165737.69
359.5,166838.53
359.6,167944.73
359.7,169056.38
359.8,170173.0
359.9,171294.83
360.0,172421.4
360.1,173552.76
360.2,174689.03
360.3,175829.84
360.4,176975.9
360.5,178126.33
360.6,179280.7
360.7,180438.92
360.8,181600.58
360.9,182766.36
361.0,183935.89
361.1,185109.23
361.2,186286.22
361.3,187466.34
361.4,188650.2
361.5,189837.31
361.6,191027.62
361.7,192221.1
361.8,193417.32
361.9,194617.01
362.0,195819.77
362.1,197025.63
362.2,198234.58
362.3,199446.24
362.4,200661.36
362.5,201879.58
362.6,203100.88
362.7,204325.28
362.8,205552.41
362.9,206783.0
363.0,208016.67
363.1,209253.35
363.2,210493.14
363.3,211736.03
363.4,212982.02
363.5,214231.1
363.6,215483.27
363.7,216738.54
363.8,217996.91
363.9,219258.36
364.0,220522.92
364.1,221790.57
364.2,223061.31
