date,cs,in_flow,out_flow
2022-11-28,174829.0,1492.0,384.0
2022-11-29,179167.0,383.0,384.0
2022-11-30,179167.0,76.0,384.0
2022-12-01,179167.0,34.0,384.0
2022-12-02,179167.0,45.0,384.0
2022-12-03,179167.0,47.0,384.0
2022-12-04,179167.0,24.0,384.0
2022-12-05,179167.0,64.0,384.0
2022-12-06,179167.0,72.0,384.0
2022-12-07,179243.0,97.0,384.0
2022-12-08,179243.0,63.0,384.0
