08022060 Elevation,08022060 Capacity
263.1,0.0
263.2,0.0
263.3,0.0
263.4,0.0
263.5,0.0
263.6,0.0
263.7,0.0
263.8,0.0
263.9,0.0
264.0,0.0
264.1,0.01
264.2,0.01
264.3,0.01
264.4,0.02
264.5,0.02
264.6,0.02
264.7,0.03
264.8,0.04
264.9,0.05
265.0,0.06
265.1,0.08
265.2,0.11
265.3,0.14
265.4,0.18
265.5,0.22
265.6,0.28
265.7,0.35
265.8,0.42
265.9,0.5
266.0,0.6
266.1,0.71
266.2,0.83
266.3,0.98
266.4,1.14
266.5,1.34
266.6,1.58
266.7,1.84
266.8,2.15
266.9,2.51
267.0,2.91
267.1,3.36
267.2,3.88
267.3,4.45
267.4,5.1
267.5,5.82
267.6,6.62
267.7,7.52
267.8,8.51
267.9,9.63
268.0,10.89
268.1,12.34
268.2,13.98
268.3,15.85
268.4,17.96
268.5,20.35
268.6,23.07
268.7,26.18
268.8,29.7
268.9,33.68
269.0,38.1
269.1,42.96
269.2,48.32
269.3,54.2
269.4,60.61
269.5,67.64
269.6,75.33
269.7,83.68
269.8,92.71
269.9,102.42
270.0,112.79
270.1,123.86
270.2,135.64
270.3,148.03
270.4,161.02
270.5,174.64
270.6,189.0
270.7,204.08
270.8,219.86
270.9,236.35
271.0,253.52
271.1,271.37
271.2,289.86
271.3,308.95
271.4,328.62
271.5,348.9
271.6,369.78
271.7,391.29
271.8,413.46
271.9,436.31
272.0,459.84
272.1,484.03
272.2,508.89
272.3,534.39
272.4,560.61
272.5,587.53
272.6,615.16
272.7,643.55
272.8,672.66
272.9,702.48
273.0,732.98
273.1,764.22
273.2,796.2
273.3,828.95
273.4,862.5
273.5,896.88
273.6,932.15
273.7,968.33
273.8,1005.42
273.9,1043.41
274.0,1082.31
274.1,1122.1
274.2,1162.75
274.3,1204.33
274.4,1246.88
274.5,1290.4
274.6,1334.92
274.7,1380.56
274.8,1427.35
274.9,1475.39
275.0,1524.62
275.1,1575.06
275.2,1626.7
275.3,1679.47
275.4,1733.34
275.5,1788.27
275.6,1844.24
275.7,1901.16
275.8,1958.93
275.9,2017.53
276.0,2076.92
276.1,2136.99
276.2,2197.7
276.3,2259.0
276.4,2320.94
276.5,2383.5
276.6,2446.69
276.7,2510.5
276.8,2574.89
276.9,2639.91
277.0,2705.51
277.1,2771.71
277.2,2838.51
277.3,2905.89
277.4,2973.93
277.5,3042.63
277.6,3112.06
277.7,3182.25
277.8,3253.18
277.9,3324.95
278.0,3397.53
278.1,3470.98
278.2,3545.35
278.3,3620.68
278.4,3696.99
278.5,3774.23
278.6,3852.44
278.7,3931.53
278.8,4011.5
278.9,4092.43
279.0,4174.36
279.1,4257.28
279.2,4341.16
279.3,4426.0
279.4,4511.89
279.5,4598.91
279.6,4687.18
279.7,4776.62
279.8,4867.1
279.9,4958.64
280.0,5051.19
280.1,5144.77
280.2,5239.4
280.3,5335.15
280.4,5432.01
280.5,5529.89
280.6,5628.76
280.7,5728.59
280.8,5829.31
280.9,5931.01
281.0,6033.62
281.1,6137.12
281.2,6241.48
281.3,6346.71
281.4,6452.87
281.5,6559.98
281.6,6668.0
281.7,6777.0
281.8,6886.85
281.9,6997.62
282.0,7109.3
282.1,7221.92
282.2,7335.51
282.3,7450.07
282.4,7565.78
282.5,7682.63
282.6,7800.57
282.7,7919.53
282.8,8039.55
282.9,8160.67
283.0,8282.8
283.1,8405.91
283.2,8530.03
283.3,8655.1
283.4,8781.22
283.5,8908.33
283.6,9036.44
283.7,9165.53
283.8,9295.58
283.9,9426.72
284.0,9559.04
284.1,9692.6
284.2,9827.42
284.3,9963.51
284.4,10100.92
284.5,10239.57
284.6,10379.44
284.7,10520.51
284.8,10662.8
284.9,10806.46
285.0,10951.39
285.1,11097.58
285.2,11245.05
285.3,11393.74
285.4,11543.74
285.5,11695.02
285.6,11847.6
285.7,12001.52
285.8,12156.75
285.9,12313.44
286.0,12471.6
286.1,12631.18
286.2,12792.06
286.3,12954.2
286.4,13117.64
286.5,13282.29
286.6,13448.1
286.7,13615.06
286.8,13783.11
286.9,13952.39
287.0,14122.89
287.1,14294.65
287.2,14467.72
287.3,14642.1
287.4,14817.94
287.5,14995.23
287.6,15173.99
287.7,15354.28
287.8,15536.07
287.9,15719.48
288.0,15904.48
288.1,16091.06
288.2,16279.32
288.3,16469.22
288.4,16660.87
288.5,16854.32
288.6,17049.56
288.7,17246.66
288.8,17445.68
288.9,17646.96
289.0,17850.87
289.1,18057.63
289.2,18267.08
289.3,18478.83
289.4,18692.84
289.5,18908.93
289.6,19126.99
289.7,19346.79
289.8,19568.13
289.9,19791.06
290.0,20015.44
290.1,20241.24
290.2,20468.45
290.3,20697.0
290.4,20927.02
290.5,21158.44
290.6,21391.37
290.7,21625.85
290.8,21861.74
290.9,22099.18
291.0,22338.1
291.1,22578.48
291.2,22820.28
291.3,23063.39
291.4,23307.95
291.5,23553.89
291.6,23801.23
291.7,24049.95
291.8,24299.94
291.9,24551.36
292.0,24804.11
292.1,25058.22
292.2,25313.7
292.3,25570.49
292.4,25828.73
292.5,26088.31
292.6,26349.19
292.7,26611.34
292.8,26874.67
292.9,27139.45
293.0,27405.68
293.1,27673.31
293.2,27942.28
293.3,28212.52
293.4,28484.18
293.5,28757.24
293.6,29031.7
293.7,29307.55
293.8,29584.71
293.9,29863.34
294.0,30143.38
294.1,30424.86
294.2,30707.77
294.3,30992.03
294.4,31277.78
294.5,31564.93
294.6,31853.44
294.7,32143.25
294.8,32434.3
294.9,32726.84
295.0,33020.8
295.1,33316.27
295.2,33613.2
295.3,33911.49
295.4,34211.33
295.5,34512.64
295.6,34815.49
295.7,35119.8
295.8,35425.42
295.9,35732.57
296.0,36041.19
296.1,36351.29
296.2,36662.89
296.3,36975.94
296.4,37290.67
296.5,37606.96
296.6,37924.82
296.7,38244.25
296.8,38565.16
296.9,38887.77
297.0,39211.99
297.1,39537.8
297.2,39865.15
297.3,40193.92
297.4,40524.33
297.5,40856.28
297.6,41189.78
297.7,41524.83
297.8,41861.29
297.9,42199.35
298.0,42538.96
298.1,42880.16
298.2,43222.99
298.3,43567.32
298.4,43913.32
298.5,44260.86
298.6,44609.94
298.7,44960.6
298.8,45312.78
298.9,45666.74
299.0,46022.39
299.1,46379.63
299.2,46738.43
299.3,47098.64
299.4,47460.48
299.5,47823.89
299.6,48188.85
299.7,48555.38
299.8,48923.45
299.9,49293.25
300.0,49664.63
300.1,50037.59
300.2,50412.12
300.3,50788.2
300.4,51166.05
300.5,51545.59
300.6,51926.84
300.7,52309.87
300.8,52694.62
300.9,53081.36
301.0,53470.0
301.1,53860.5
301.2,54252.85
301.3,54646.96
301.4,55043.08
301.5,55441.1
301.6,55840.99
301.7,56242.73
301.8,56646.27
301.9,57051.93
302.0,57459.59
302.1,57869.18
302.2,58280.63
302.3,58693.76
302.4,59108.8
302.5,59525.63
302.6,59944.33
302.7,60365.26
302.8,60787.69
302.9,61211.7
303.0,61637.18
303.1,62064.12
303.2,62492.54
303.3,62922.32
303.4,63353.71
303.5,63786.57
303.6,64220.9
303.7,64656.71
303.8,65093.9
303.9,65532.72
304.0,65973.07
304.1,66414.94
304.2,66858.36
304.3,67303.19
304.4,67749.72
304.5,68197.83
304.6,68647.52
304.7,69098.81
304.8,69551.58
304.9,70006.1
305.0,70462.25
305.1,70920.05
305.2,71379.51
305.3,71840.49
305.4,72303.28
305.5,72767.76
305.6,73233.95
305.7,73701.85
305.8,74171.33
305.9,74642.68
306.0,75115.78
306.1,75590.44
306.2,76066.86
306.3,76544.98
306.4,77024.82
306.5,77506.36
306.6,77989.61
306.7,78474.56
306.8,78961.22
306.9,79449.59
307.0,79939.66
307.1,80431.44
307.2,80924.93
