date,cs,c_elev
2010-01-01,2971.6000000000004,2346.14
2010-01-02,2965.7000000001344,2346.13
2010-01-03,2959.8,2346.12
2010-01-04,2953.9000000001342,2346.11
2010-01-05,2948.0,2346.1
2010-01-06,2953.9000000001342,2346.11
2010-01-07,2948.0,2346.1
2010-01-08,2930.6000000001322,2346.07
2010-01-09,2919.000000000132,2346.05
2010-01-10,2913.2,2346.04
2010-01-11,2907.4000000001315,2346.03
2010-01-12,2895.800000000132,2346.01
2010-01-13,2895.800000000132,2346.01
2010-01-14,2890.0,2346.0
2010-01-15,2890.0,2346.0
2010-01-16,2878.3999999999996,2345.98
2010-01-17,2872.5999999998685,2345.97
2010-01-18,2866.8,2345.96
2010-01-19,2860.999999999868,2345.95
2010-01-20,2855.2,2345.94
2010-01-21,2849.3999999998678,2345.93
2010-01-22,2837.7999999998683,2345.91
2010-01-23,2843.6000000000004,2345.92
2010-01-24,2837.7999999998683,2345.91
2010-01-25,2826.29999999987,2345.89
2010-01-26,2820.6000000000004,2345.88
2010-01-27,2814.8999999998705,2345.87
2010-01-28,2843.6000000000004,2345.92
2010-01-29,2837.7999999998683,2345.91
2010-01-30,2826.29999999987,2345.89
2010-01-31,2820.6000000000004,2345.88
2010-02-01,2820.6000000000004,2345.88
2010-02-02,2814.8999999998705,2345.87
2010-02-03,2849.3999999998678,2345.93
2010-02-04,2948.0,2346.1
2010-02-05,2965.7000000001344,2346.13
2010-02-06,2965.7000000001344,2346.13
2010-02-07,2965.7000000001344,2346.13
2010-02-08,2965.7000000001344,2346.13
2010-02-09,2959.8,2346.12
2010-02-10,2953.9000000001342,2346.11
2010-02-11,2959.8,2346.12
2010-02-12,2965.7000000001344,2346.13
2010-02-13,2971.6000000000004,2346.14
2010-02-14,2977.5000000001346,2346.15
2010-02-15,2965.7000000001344,2346.13
2010-02-16,2953.9000000001342,2346.11
2010-02-17,2942.2000000001317,2346.09
2010-02-18,2936.3999999999996,2346.08
2010-02-19,2930.6000000001322,2346.07
2010-02-20,2930.6000000001322,2346.07
2010-02-21,2948.0,2346.1
2010-02-22,2948.0,2346.1
2010-02-23,2953.9000000001342,2346.11
2010-02-24,2948.0,2346.1
2010-02-25,2948.0,2346.1
2010-02-26,2948.0,2346.1
2010-02-27,2930.6000000001322,2346.07
2010-02-28,2924.8,2346.06
2010-03-01,2965.7000000001344,2346.13
2010-03-02,2971.6000000000004,2346.14
2010-03-03,2971.6000000000004,2346.14
2010-03-04,2959.8,2346.12
2010-03-05,2953.9000000001342,2346.11
2010-03-06,2953.9000000001342,2346.11
2010-03-07,2948.0,2346.1
2010-03-08,2948.0,2346.1
2010-03-09,2936.3999999999996,2346.08
2010-03-10,2930.6000000001322,2346.07
2010-03-11,2930.6000000001322,2346.07
2010-03-12,2924.8,2346.06
2010-03-13,2919.000000000132,2346.05
2010-03-14,2913.2,2346.04
2010-03-15,2919.000000000132,2346.05
2010-03-16,2977.5000000001346,2346.15
2010-03-17,3007.0,2346.2
2010-03-18,3007.0,2346.2
2010-03-19,3012.8000000001057,2346.21
2010-03-20,3018.5999999999476,2346.22
2010-03-21,2989.300000000134,2346.17
2010-03-22,2977.5000000001346,2346.15
2010-03-23,2965.7000000001344,2346.13
2010-03-24,2965.7000000001344,2346.13
2010-03-25,2953.9000000001342,2346.11
2010-03-26,2930.6000000001322,2346.07
2010-03-27,2930.6000000001322,2346.07
2010-03-28,2913.2,2346.04
2010-03-29,2895.800000000132,2346.01
2010-03-30,2884.199999999868,2345.99
2010-03-31,2872.5999999998685,2345.97
2010-04-01,2855.2,2345.94
2010-04-02,2849.3999999998678,2345.93
2010-04-03,2826.29999999987,2345.89
2010-04-04,2814.8999999998705,2345.87
2010-04-05,2814.8999999998705,2345.87
2010-04-06,2797.8,2345.84
2010-04-07,2786.3999999999996,2345.82
2010-04-08,2757.5999999999476,2345.77
2010-04-09,2740.1999999998943,2345.74
2010-04-10,2728.5999999999476,2345.72
2010-04-11,2717.0,2345.7
2010-04-12,2711.3000000001293,2345.69
2010-04-13,2694.2,2345.66
2010-04-14,2688.500000000129,2345.65
2010-04-15,2705.6000000000004,2345.68
2010-04-16,2959.8,2346.12
2010-04-17,3435.0,2346.92
2010-04-18,3641.2000000001126,2347.26
2010-04-19,3696.4999999998618,2347.35
2010-04-20,3807.6000000001413,2347.53
2010-04-21,3869.9000000001433,2347.63
2010-04-22,3901.3999999999996,2347.68
2010-04-23,4185.500000000147,2348.13
2010-04-24,4386.0,2348.44
2010-04-25,4399.0,2348.46
2010-04-26,4412.0,2348.48
2010-04-27,4405.499999999853,2348.47
2010-04-28,4399.0,2348.46
2010-04-29,4392.499999999853,2348.45
2010-04-30,4379.499999999853,2348.43
2010-05-01,4360.0,2348.4
2010-05-02,4340.499999999853,2348.37
2010-05-03,4334.0,2348.36
2010-05-04,4321.0,2348.34
2010-05-05,4308.0,2348.32
2010-05-06,4295.0,2348.3
2010-05-07,4282.200000000058,2348.28
2010-05-08,4256.599999999884,2348.24
2010-05-09,4243.799999999942,2348.22
2010-05-10,4231.0,2348.2
2010-05-11,4218.0,2348.18
2010-05-12,4198.500000000147,2348.15
2010-05-13,4198.500000000147,2348.15
2010-05-14,4198.500000000147,2348.15
2010-05-15,4231.0,2348.2
2010-05-16,4237.400000000116,2348.21
2010-05-17,4256.599999999884,2348.24
2010-05-18,4321.0,2348.34
2010-05-19,4366.499999999853,2348.41
2010-05-20,4379.499999999853,2348.43
2010-05-21,4431.500000000147,2348.51
2010-05-22,4470.500000000147,2348.57
2010-05-23,4470.500000000147,2348.57
2010-05-24,4464.0,2348.56
2010-05-25,4457.500000000147,2348.55
2010-05-26,4451.0,2348.54
2010-05-27,4438.0,2348.52
2010-05-28,4425.0,2348.5
2010-05-29,4405.499999999853,2348.47
2010-05-30,4392.499999999853,2348.45
2010-05-31,4373.0,2348.42
2010-06-01,4353.499999999853,2348.39
2010-06-02,4347.0,2348.38
2010-06-03,4327.499999999853,2348.35
2010-06-04,4314.499999999853,2348.33
2010-06-05,4301.499999999853,2348.31
2010-06-06,4282.200000000058,2348.28
2010-06-07,4263.0,2348.25
2010-06-08,4243.799999999942,2348.22
2010-06-09,4218.0,2348.18
2010-06-10,4192.0,2348.14
2010-06-11,4179.0,2348.12
2010-06-12,4153.4,2348.08
2010-06-13,4134.500000000144,2348.05
2010-06-14,4121.900000000143,2348.03
2010-06-15,4128.2,2348.04
2010-06-16,4109.300000000143,2348.01
2010-06-17,4084.0999999998567,2347.97
2010-06-18,4065.2,2347.94
2010-06-19,4033.599999999855,2347.89
2010-06-20,4014.3999999999996,2347.86
2010-06-21,4001.6000000000004,2347.84
2010-06-22,3976.0,2347.8
2010-06-23,3938.7999999998874,2347.74
