07227900 Elevation,07227900 Capacity
2817.8,0.0
2817.9,0.0
2818.0,0.0
2818.1,0.0
2818.2,0.01
2818.3,0.04
2818.4,0.09
2818.5,0.15
2818.6,0.25
2818.7,0.37
2818.8,0.53
2818.9,0.72
2819.0,0.95
2819.1,1.21
2819.2,1.51
2819.3,1.86
2819.4,2.27
2819.5,2.84
2819.6,3.66
2819.7,4.87
2819.8,6.73
2819.9,9.16
2820.0,12.13
2820.1,15.63
2820.2,19.63
2820.3,24.21
2820.4,29.48
2820.5,35.35
2820.6,41.84
2820.7,48.92
2820.8,56.62
2820.9,64.98
2821.0,74.06
2821.1,83.71
2821.2,93.82
2821.3,104.43
2821.4,115.46
2821.5,126.93
2821.6,138.85
2821.7,151.22
2821.8,164.15
2821.9,177.6
2822.0,191.68
2822.1,206.43
2822.2,221.95
2822.3,238.39
2822.4,255.76
2822.5,274.52
2822.6,294.94
2822.7,316.87
2822.8,340.19
2822.9,364.65
2823.0,390.26
2823.1,416.85
2823.2,444.28
2823.3,472.7
2823.4,501.98
2823.5,532.29
2823.6,563.74
2823.7,596.27
2823.8,630.01
2823.9,664.87
2824.0,700.97
2824.1,738.2
2824.2,776.2
2824.3,815.05
2824.4,854.52
2824.5,894.88
2824.6,936.13
2824.7,978.38
2824.8,1021.92
2824.9,1066.49
2825.0,1112.31
2825.1,1159.21
2825.2,1207.09
2825.3,1256.28
2825.4,1306.42
2825.5,1357.64
2825.6,1409.74
2825.7,1462.6
2825.8,1516.61
2825.9,1571.47
2826.0,1627.4
2826.1,1684.24
2826.2,1741.77
2826.3,1800.2
2826.4,1859.28
2826.5,1919.34
2826.6,1980.28
2826.7,2041.99
2826.8,2104.82
2826.9,2168.39
2827.0,2232.91
2827.1,2298.11
2827.2,2363.9
2827.3,2430.64
2827.4,2497.9
2827.5,2565.94
2827.6,2634.61
2827.7,2703.75
2827.8,2773.76
2827.9,2844.32
2828.0,2915.73
2828.1,2987.8
2828.2,3060.41
2828.3,3134.08
2828.4,3208.77
2828.5,3284.92
2828.6,3361.94
2828.7,3439.4
2828.8,3517.65
2828.9,3596.3
2829.0,3675.71
2829.1,3755.75
2829.2,3836.31
2829.3,3917.87
2829.4,4000.17
2829.5,4083.7
2829.6,4168.39
2829.7,4254.14
2829.8,4341.39
2829.9,4429.49
2830.0,4518.88
2830.1,4609.52
2830.2,4701.59
2830.3,4795.44
2830.4,4890.33
2830.5,4986.72
2830.6,5084.3
2830.7,5182.69
2830.8,5282.27
2830.9,5382.38
2831.0,5483.45
2831.1,5585.17
2831.2,5687.29
2831.3,5790.3
2831.4,5893.71
2831.5,5998.03
2831.6,6103.01
2831.7,6208.4
2831.8,6314.81
2831.9,6421.79
2832.0,6529.81
2832.1,6638.59
2832.2,6747.89
2832.3,6858.3
2832.4,6969.31
2832.5,7081.49
2832.6,7194.54
2832.7,7308.11
2832.8,7422.8
2832.9,7538.11
2833.0,7654.64
2833.1,7772.15
2833.2,7890.28
2833.3,8009.61
2833.4,8129.64
2833.5,8250.91
2833.6,8373.1
2833.7,8495.78
2833.8,8619.46
2833.9,8743.54
2834.0,8868.6
2834.1,8994.36
2834.2,9120.61
2834.3,9247.91
2834.4,9375.62
2834.5,9504.38
2834.6,9633.86
2834.7,9763.77
2834.8,9894.7
2834.9,10026.19
2835.0,10158.99
2835.1,10292.61
2835.2,10426.61
2835.3,10561.64
2835.4,10697.01
2835.5,10833.41
2835.6,10970.52
2835.7,11107.93
2835.8,11246.27
2835.9,11384.87
2836.0,11524.37
2836.1,11664.49
2836.2,11804.95
2836.3,11946.47
2836.4,12088.41
2836.5,12231.39
2836.6,12375.0
2836.7,12518.87
2836.8,12663.65
2836.9,12808.59
2837.0,12954.38
2837.1,13100.69
2837.2,13247.13
2837.3,13394.4
2837.4,13541.78
2837.5,13690.0
2837.6,13838.71
2837.7,13987.53
2837.8,14137.2
2837.9,14287.05
2838.0,14437.77
2838.1,14588.97
2838.2,14740.24
2838.3,14892.33
2838.4,15044.51
2838.5,15197.54
2838.6,15351.06
2838.7,15504.76
2838.8,15659.4
2838.9,15814.21
2839.0,15969.96
2839.1,16126.39
2839.2,16283.18
2839.3,16441.18
2839.4,16599.78
2839.5,16759.79
2839.6,16920.59
2839.7,17081.72
2839.8,17243.94
2839.9,17406.39
2840.0,17569.81
2840.1,17733.81
2840.2,17897.98
2840.3,18063.12
2840.4,18228.42
2840.5,18394.73
2840.6,18561.67
2840.7,18728.86
2840.8,18897.11
2840.9,19065.61
2841.0,19235.19
2841.1,19405.46
2841.2,19576.04
2841.3,19747.76
2841.4,19919.8
2841.5,20093.05
2841.6,20267.15
2841.7,20441.74
2841.8,20617.74
2841.9,20794.24
2842.0,20972.05
2842.1,21150.72
2842.2,21329.81
2842.3,21510.23
2842.4,21691.16
2842.5,21873.46
2842.6,22056.67
2842.7,22240.3
2842.8,22425.19
2842.9,22610.39
2843.0,22796.76
2843.1,22983.84
2843.2,23171.28
2843.3,23360.0
