08164525 Elevation,08164525 Capacity
1.2,130.37
1.3,134.13
1.4,137.96
1.5,141.89
1.6,145.91
1.7,150.04
1.8,154.27
1.9,158.62
2.0,163.07
2.1,167.63
2.2,172.32
2.3,177.12
2.4,182.05
2.5,187.1
2.6,192.27
2.7,197.57
2.8,202.99
2.9,208.54
3.0,214.22
3.1,220.04
3.2,226.0
3.3,232.11
3.4,238.36
3.5,244.76
3.6,251.31
3.7,258.01
3.8,264.85
3.9,271.84
4.0,278.99
4.1,286.29
4.2,293.75
4.3,301.37
4.4,309.16
4.5,317.12
4.6,325.25
4.7,333.55
4.8,342.03
4.9,350.69
5.0,359.54
5.1,368.59
5.2,377.83
5.3,387.28
5.4,396.94
5.5,406.81
5.6,416.9
5.7,427.2
5.8,437.75
5.9,448.52
6.0,459.54
6.1,470.82
6.2,482.38
6.3,494.24
6.4,506.45
6.5,519.01
6.6,531.94
6.7,545.28
6.8,559.03
6.9,573.22
7.0,587.91
7.1,603.11
7.2,618.83
7.3,635.1
7.4,652.02
7.5,669.64
7.6,687.97
7.7,707.02
7.8,726.82
7.9,747.44
8.0,768.92
8.1,791.34
8.2,814.77
8.3,839.26
8.4,864.92
8.5,891.83
8.6,920.05
8.7,949.64
8.8,980.68
8.9,1013.26
9.0,1047.49
9.1,1083.42
9.2,1121.06
9.3,1160.37
9.4,1201.42
9.5,1244.28
9.6,1289.01
9.7,1335.65
9.8,1384.23
9.9,1434.66
10.0,1487.0
10.1,1541.3
10.2,1597.57
10.3,1655.87
10.4,1716.23
10.5,1778.74
10.6,1843.6
10.7,1910.91
10.8,1980.81
10.9,2053.47
11.0,2128.94
11.1,2207.07
11.2,2287.77
11.3,2370.94
11.4,2456.44
11.5,2544.2
11.6,2634.22
11.7,2726.61
11.8,2821.47
11.9,2918.79
12.0,3018.58
12.1,3120.73
12.2,3225.21
12.3,3331.97
12.4,3441.02
12.5,3552.36
12.6,3666.06
12.7,3782.17
12.8,3900.72
12.9,4021.74
13.0,4145.28
13.1,4271.33
13.2,4399.79
13.3,4530.57
13.4,4663.59
13.5,4798.82
13.6,4936.27
13.7,5075.99
13.8,5218.11
13.9,5362.76
14.0,5509.95
14.1,5659.69
14.2,5812.04
14.3,5966.95
14.4,6124.45
14.5,6284.49
14.6,6447.05
14.7,6612.11
14.8,6779.63
14.9,6949.67
15.0,7122.29
15.1,7297.48
15.2,7475.18
15.3,7655.31
15.4,7837.88
15.5,8022.82
15.6,8210.14
15.7,8399.88
15.8,8592.07
15.9,8786.84
16.0,8984.25
16.1,9184.27
16.2,9386.85
16.3,9591.95
16.4,9799.64
16.5,10009.94
16.6,10222.9
16.7,10438.47
16.8,10656.6
16.9,10877.25
17.0,11100.42
17.1,11326.12
17.2,11554.31
17.3,11784.98
17.4,12018.04
17.5,12253.42
17.6,12491.04
17.7,12731.0
17.8,12973.44
17.9,13218.43
18.0,13465.92
18.1,13715.92
18.2,13968.41
18.3,14223.36
18.4,14480.72
18.5,14740.45
18.6,15002.57
18.7,15267.11
18.8,15533.98
18.9,15803.08
19.0,16074.33
19.1,16347.74
19.2,16623.37
19.3,16901.24
19.4,17181.4
19.5,17463.83
19.6,17748.52
19.7,18035.49
19.8,18324.69
19.9,18616.12
20.0,18909.67
20.1,19205.29
20.2,19502.96
20.3,19802.63
20.4,20104.35
20.5,20408.16
20.6,20714.06
20.7,21022.0
20.8,21331.88
20.9,21643.69
21.0,21957.4
21.1,22273.03
21.2,22590.67
21.3,22910.39
21.4,23232.28
21.5,23556.35
21.6,23882.6
21.7,24210.92
21.8,24541.29
21.9,24873.67
22.0,25207.92
22.1,25544.01
22.2,25881.93
22.3,26221.61
22.4,26563.05
22.5,26906.31
22.6,27251.44
22.7,27598.47
22.8,27947.38
22.9,28298.29
23.0,28651.24
23.1,29006.34
23.2,29363.53
23.3,29722.67
23.4,30083.75
23.5,30446.77
23.6,30811.89
23.7,31179.15
23.8,31548.53
23.9,31920.04
24.0,32293.64
24.1,32669.43
24.2,33047.49
24.3,33427.83
24.4,33810.49
24.5,34195.41
24.6,34582.56
24.7,34971.99
24.8,35363.64
24.9,35757.53
25.0,36153.64
25.1,36552.03
25.2,36952.83
25.3,37356.11
25.4,37761.78
25.5,38169.88
25.6,38580.45
25.7,38993.57
25.8,39409.27
25.9,39827.59
26.0,40248.38
26.1,40671.63
26.2,41097.34
26.3,41525.46
26.4,41956.05
26.5,42389.05
26.6,42824.5
26.7,43262.38
26.8,43702.56
26.9,44145.01
27.0,44589.66
27.1,45036.49
27.2,45485.53
27.3,45936.68
27.4,46389.97
27.5,46845.4
27.6,47302.95
27.7,47762.55
27.8,48224.14
27.9,48687.74
28.0,49153.28
28.1,49620.75
28.2,50090.17
28.3,50561.55
28.4,51034.95
28.5,51510.35
28.6,51987.82
28.7,52467.41
28.8,52949.09
28.9,53433.01
29.0,53919.17
29.1,54407.6
29.2,54898.4
29.3,55391.51
29.4,55886.96
29.5,56384.75
29.6,56884.95
29.7,57387.68
29.8,57892.89
29.9,58400.56
30.0,58910.67
30.1,59423.28
30.2,59938.6
30.3,60456.81
30.4,60977.87
30.5,61501.72
30.6,62028.34
30.7,62557.74
30.8,63089.89
30.9,63624.68
31.0,64162.05
31.1,64702.07
31.2,65244.77
31.3,65790.14
31.4,66338.11
31.5,66888.62
31.6,67441.76
31.7,67997.64
31.8,68556.24
31.9,69117.6
32.0,69681.73
32.1,70248.54
32.2,70817.97
32.3,71389.98
32.4,71964.66
32.5,72542.01
32.6,73122.12
32.7,73705.1
32.8,74290.82
32.9,74879.29
33.0,75470.42
33.1,76064.23
33.2,76660.71
33.3,77259.8
33.4,77861.55
33.5,78466.0
33.6,79073.26
33.7,79683.64
33.8,80297.24
33.9,80914.15
34.0,81534.49
34.1,82158.58
34.2,82786.32
34.3,83417.58
34.4,84052.4
34.5,84690.72
34.6,85332.66
34.7,85978.24
34.8,86627.24
34.9,87279.56
35.0,87935.08
35.1,88593.87
35.2,89256.19
35.3,89922.07
35.4,90591.54
35.5,91264.77
35.6,91941.79
35.7,92622.32
35.8,93306.15
35.9,93993.33
36.0,94683.84
36.1,95377.68
36.2,96074.91
36.3,96775.46
36.4,97479.34
36.5,98186.46
36.6,98896.93
36.7,99610.75
36.8,100327.93
36.9,101048.41
37.0,101772.05
37.1,102498.83
37.2,103228.73
37.3,103961.69
37.4,104697.77
37.5,105436.93
37.6,106179.2
37.7,106924.61
37.8,107673.14
37.9,108424.91
38.0,109179.98
38.1,109938.39
38.2,110700.21
38.3,111465.43
38.4,112234.18
38.5,113006.43
38.6,113782.29
38.7,114561.87
38.8,115345.17
38.9,116132.28
39.0,116923.31
39.1,117718.51
39.2,118517.54
39.3,119320.04
39.4,120125.95
39.5,120935.02
39.6,121747.06
39.7,122561.95
39.8,123379.53
39.9,124199.86
40.0,125022.84
40.1,125848.39
40.2,126676.48
40.3,127506.98
40.4,128339.84
40.5,129174.94
40.6,130012.26
40.7,130851.8
40.8,131693.52
40.9,132537.46
41.0,133383.59
41.1,134231.94
41.2,135082.54
41.3,135935.34
41.4,136790.39
41.5,137647.66
41.6,138507.17
41.7,139368.97
41.8,140233.02
41.9,141099.36
42.0,141967.95
42.1,142838.84
42.2,143712.09
42.3,144587.6
42.4,145465.5
42.5,146345.69
42.6,147228.26
42.7,148113.23
42.8,149000.57
42.9,149890.36
43.0,150782.54
43.1,151677.19
43.2,152574.33
43.3,153473.95
43.4,154376.13
43.5,155280.86
43.6,156188.16
43.7,157098.15
43.8,158010.8
43.9,158926.26
44.0,159844.57
44.1,160764.96
44.2,161688.22
44.3,162614.12
44.4,163542.65
44.5,164473.82
44.6,165407.62
44.7,166344.07
44.8,167283.15
