08052800 Elevation,08052800 Capacity
489.5,85053.28
489.6,85796.57
489.7,86543.29
489.8,87293.14
489.9,88046.62
490.0,88803.64
490.1,89564.17
490.2,90328.19
490.3,91095.34
490.4,91866.46
490.5,92641.68
490.6,93421.09
490.7,94204.3
490.8,94990.84
490.9,95781.24
491.0,96575.37
491.1,97373.18
491.2,98174.44
491.3,98978.82
491.4,99786.8
491.5,100598.2
491.6,101412.91
491.7,102230.87
491.8,103051.85
491.9,103876.34
492.0,104704.15
492.1,105535.22
492.2,106369.48
492.3,107206.81
492.4,108047.83
492.5,108892.17
492.6,109739.95
492.7,110591.37
492.8,111446.31
492.9,112305.52
493.0,113168.69
493.1,114035.83
493.2,114906.93
493.3,115781.58
493.4,116660.16
493.5,117542.51
493.6,118428.97
493.7,119319.7
493.8,120214.18
493.9,121113.09
494.0,122017.35
494.1,122927.49
494.2,123844.13
494.3,124767.05
494.4,125695.95
494.5,126630.01
494.6,127568.87
494.7,128512.66
494.8,129460.76
494.9,130413.66
495.0,131370.98
495.1,132332.66
495.2,133298.57
495.3,134268.29
495.4,135242.14
495.5,136219.66
495.6,137200.79
495.7,138185.54
495.8,139173.97
495.9,140166.73
496.0,141163.63
496.1,142165.24
496.2,143171.04
496.3,144180.8
496.4,145195.6
496.5,146215.02
496.6,147238.79
496.7,148266.49
496.8,149297.78
496.9,150333.46
497.0,151373.83
497.1,152418.9
497.2,153468.4
497.3,154521.81
497.4,155579.71
497.5,156641.66
497.6,157707.62
497.7,158777.56
497.8,159851.13
497.9,160929.04
498.0,162011.06
498.1,163097.2
498.2,164187.6
498.3,165282.1
498.4,166381.48
498.5,167485.83
498.6,168595.88
498.7,169712.04
498.8,170834.21
498.9,171962.82
499.0,173097.66
499.1,174237.85
499.2,175383.17
499.3,176532.95
499.4,177687.6
499.5,178846.72
499.6,180010.03
499.7,181177.23
499.8,182347.86
499.9,183522.9
500.0,184701.8
500.1,185884.47
500.2,187070.82
500.3,188260.5
500.4,189454.28
500.5,190651.87
500.6,191853.36
500.7,193058.79
500.8,194268.03
500.9,195481.93
501.0,196699.97
501.1,197922.11
501.2,199148.23
501.3,200377.9
501.4,201611.94
501.5,202850.12
501.6,204092.89
501.7,205340.44
501.8,206592.09
501.9,207848.54
502.0,209109.47
502.1,210374.83
502.2,211644.7
502.3,212918.94
502.4,214198.42
502.5,215482.93
502.6,216772.76
502.7,218067.97
502.8,219368.35
502.9,220674.54
503.0,221986.32
503.1,223303.42
503.2,224625.5
503.3,225952.23
503.4,227284.51
503.5,228621.78
503.6,229963.86
503.7,231310.67
503.8,232661.85
503.9,234018.6
504.0,235380.65
504.1,236747.81
504.2,238120.03
504.3,239496.82
504.4,240879.31
504.5,242267.12
504.6,243659.93
504.7,245057.56
504.8,246459.59
504.9,247866.89
505.0,249279.12
505.1,250696.43
505.2,252118.98
505.3,253546.7
505.4,254980.7
505.5,256420.93
505.6,257867.67
505.7,259322.03
505.8,260783.81
505.9,262253.73
506.0,263731.15
506.1,265215.76
506.2,266707.48
506.3,268205.82
506.4,269711.52
506.5,271224.15
506.6,272743.39
506.7,274268.86
506.8,275800.22
506.9,277338.81
507.0,278884.26
507.1,280436.5
507.2,281995.17
507.3,283559.66
507.4,285130.94
507.5,286708.41
507.6,288292.3
507.7,289882.58
507.8,291478.87
507.9,293082.43
508.0,294693.14
508.1,296311.09
508.2,297936.16
508.3,299568.26
508.4,301208.73
508.5,302857.43
508.6,304515.36
508.7,306183.03
508.8,307858.85
508.9,309543.78
509.0,311237.16
509.1,312938.77
509.2,314648.4
509.3,316365.48
509.4,318091.0
509.5,319824.23
509.6,321565.13
509.7,323313.45
509.8,325068.56
509.9,326831.39
510.0,328601.6
510.1,330379.12
510.2,332163.74
510.3,333954.91
510.4,335753.36
510.5,337558.31
510.6,339369.91
510.7,341188.27
510.8,343012.75
510.9,344844.55
511.0,346683.36
511.1,348529.35
511.2,350382.64
511.3,352242.77
511.4,354110.62
511.5,355985.58
511.6,357867.71
511.7,359757.08
511.8,361653.15
511.9,363556.98
512.0,365467.83
512.1,367387.1
512.2,369314.7
512.3,371248.21
512.4,373190.31
512.5,375138.62
512.6,377094.32
512.7,379058.61
512.8,381028.87
512.9,383007.22
513.0,384991.23
513.1,386982.36
513.2,388982.76
513.3,390991.97
513.4,393013.67
513.5,395044.91
513.6,397086.89
513.7,399140.16
513.8,401201.88
513.9,403274.71
514.0,405356.09
514.1,407447.58
514.2,409549.79
514.3,411659.24
514.4,413778.37
514.5,415904.51
514.6,418039.11
514.7,420184.01
514.8,422337.75
514.9,424503.53
515.0,426678.47
515.1,428863.14
515.2,431058.21
515.3,433260.65
515.4,435472.93
515.5,437692.39
515.6,439920.32
515.7,442158.22
515.8,444403.45
515.9,446658.93
516.0,448921.84
516.1,451193.54
516.2,453475.63
516.3,455765.24
516.4,458065.05
516.5,460372.39
516.6,462688.52
516.7,465014.76
516.8,467348.29
516.9,469691.78
517.0,472042.61
517.1,474401.71
517.2,476770.59
517.3,479146.38
517.4,481531.91
517.5,483924.16
517.6,486324.54
517.7,488734.56
517.8,491151.16
517.9,493576.93
518.0,496008.86
518.1,498448.5
518.2,500897.26
518.3,503352.14
518.4,505815.94
518.5,508285.77
518.6,510762.97
518.7,513249.06
518.8,515741.03
518.9,518241.79
519.0,520748.24
519.1,523261.74
519.2,525783.61
519.3,528310.8
519.4,530846.16
519.5,533386.51
519.6,535933.53
519.7,538488.74
519.8,541048.78
519.9,543616.54
520.0,546188.67
520.1,548766.58
520.2,551351.83
520.3,553941.31
520.4,556538.08
520.5,559139.03
520.6,561745.85
520.7,564360.2
520.8,566978.88
520.9,569605.08
521.0,572235.6
521.1,574872.05
521.2,577516.25
521.3,580164.97
521.4,582821.59
521.5,585483.05
521.6,588151.23
521.7,590828.02
521.8,593510.49
521.9,596202.61
522.0,598901.92
522.1,601604.84
522.2,604316.29
522.3,607034.71
522.4,609760.1
522.5,612492.46
522.6,615231.79
522.7,617978.09
522.8,620731.36
522.9,623491.6
523.0,626258.81
523.1,629033.0
523.2,631814.15
523.3,634602.27
523.4,637397.37
523.5,640199.43
523.6,643008.47
523.7,645824.47
523.8,648647.45
523.9,651477.39
524.0,654314.31
524.1,657158.2
524.2,660009.05
524.3,662866.88
524.4,665731.68
524.5,668603.45
524.6,671482.19
524.7,674367.9
524.8,677260.58
524.9,680160.23
525.0,683066.85
525.1,685980.44
525.2,688901.0
525.3,691828.53
525.4,694763.04
525.5,697704.51
525.6,700652.95
525.7,703608.37
525.8,706570.75
525.9,709540.1
526.0,712516.43
526.1,715499.72
526.2,718489.99
526.3,721487.23
526.4,724491.43
526.5,727502.61
526.6,730520.76
526.7,733545.88
526.8,736577.96
526.9,739617.02
527.0,742663.05
527.1,745716.05
527.2,748776.02
527.3,751842.96
527.4,754916.87
527.5,757997.75
527.6,761085.61
527.7,764180.43
527.8,767282.22
527.9,770390.98
528.0,773506.72
528.1,776629.42
528.2,779759.09
528.3,782895.74
528.4,786039.35
528.5,789189.94
528.6,792347.5
528.7,795512.02
528.8,798683.52
528.9,801861.99
529.0,805047.42
529.1,808239.83
529.2,811439.21
529.3,814645.56
529.4,817858.88
529.5,821079.17
529.6,824306.43
529.7,827540.66
529.8,830781.86
529.9,834030.03
530.0,837285.17
530.1,840547.28
530.2,843816.37
530.3,847092.42
530.4,850375.44
530.5,853665.44
530.6,856962.4
530.7,860266.34
530.8,863577.24
530.9,866895.12
531.0,870219.96
531.1,873551.78
531.2,876890.57
531.3,880236.32
531.4,883589.05
531.5,886948.75
531.6,890315.42
531.7,893689.06
531.8,897069.67
531.9,900457.24
532.0,903851.8
532.1,907253.32
532.2,910661.81
532.3,914077.27
532.4,917499.7
532.5,920929.1
532.6,924365.47
532.7,927808.82
532.8,931259.13
532.9,934716.42
533.0,938180.67
533.1,941651.89
533.2,945130.09
533.3,948615.26
533.4,952107.39
533.5,955606.5
533.6,959112.58
533.7,962625.62
533.8,966145.64
533.9,969672.63
534.0,973206.59
534.1,976747.52
534.2,980295.42
534.3,983850.29
534.4,987412.13
534.5,990980.94
534.6,994556.72
534.7,998139.47
534.8,1001729.19
534.9,1005325.88
535.0,1008929.55
535.1,1012540.18
535.2,1016157.78
535.3,1019782.36
535.4,1023413.9
535.5,1027052.42
535.6,1030697.9
535.7,1034350.36
535.8,1038009.78
535.9,1041676.18
536.0,1045349.55
536.1,1049029.88
536.2,1052717.19
536.3,1056411.47
536.4,1060112.72
536.5,1063820.94
536.6,1067536.13
536.7,1071258.29
